,layer,train_loss,train_acc,test_loss,test_acc,gen_loss,gen_acc,sampled_loss,sampled_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,0,0.002,1.0,0.579,0.866,1.322,0.745,2.939,0.536,1.242,0.576,2.744,0.563
1,1,0.0,1.0,0.311,0.942,0.734,0.864,2.502,0.634,0.615,0.746,1.674,0.737
2,2,0.006,1.0,0.353,0.935,0.605,0.886,2.079,0.698,0.722,0.728,1.803,0.755
3,3,0.006,1.0,0.589,0.895,1.056,0.816,2.071,0.667,1.541,0.604,1.373,0.776
4,4,0.935,0.806,2.749,0.515,4.326,0.365,3.689,0.385,1.981,0.476,3.626,0.388
5,5,3.491,0.4,4.225,0.281,5.492,0.215,3.125,0.465,2.396,0.424,2.818,0.47
