,layer,train_loss,train_acc,val_loss,val_acc,iid_test_loss,iid_test_acc,ood_test_loss,ood_test_acc,sampled_loss,sampled_acc,added_loss,added_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,0,0.884,0.843,4.136,0.484,4.232,0.471,4.469,0.462,5.005,0.5,4.892,0.5,1.329,0.515,5.261,0.499
1,1,0.531,0.899,4.062,0.492,4.075,0.493,4.457,0.476,5.151,0.5,3.042,0.57,1.616,0.487,5.018,0.499
2,2,0.481,0.921,4.364,0.494,4.344,0.5,4.706,0.47,5.262,0.499,3.711,0.572,1.808,0.5,5.711,0.509
3,3,1.046,0.846,4.024,0.559,4.027,0.547,4.387,0.516,4.774,0.526,5.017,0.532,2.827,0.487,6.041,0.51
4,4,3.733,0.576,6.25,0.381,6.376,0.37,6.584,0.362,5.15,0.379,5.026,0.452,2.853,0.471,5.777,0.365
5,5,9.039,0.209,9.811,0.186,9.963,0.168,10.08,0.184,6.549,0.292,6.227,0.322,4.461,0.451,7.397,0.294
6,6,8.076,0.139,9.098,0.103,9.228,0.104,9.753,0.123,6.971,0.188,6.514,0.142,10.469,0.007,6.115,0.26
7,7,8.93,0.059,9.723,0.047,9.453,0.052,10.011,0.079,7.923,0.073,6.875,0.099,12.353,0.003,7.383,0.079
8,8,9.157,0.015,9.907,0.013,9.769,0.015,10.226,0.053,9.767,0.01,8.193,0.024,12.931,0.002,8.062,0.024
9,9,10.57,0.001,10.965,0.003,10.955,0.003,11.07,0.031,10.988,0.002,10.766,0.004,13.054,0.003,10.422,0.002
10,10,12.148,0.002,12.348,0.002,12.257,0.002,12.187,0.029,12.75,0.002,12.181,0.003,12.535,0.002,12.441,0.003
11,11,14.802,0.002,14.759,0.002,14.72,0.003,13.942,0.028,14.72,0.003,14.72,0.003,14.72,0.003,14.72,0.003
