,layer,Raw Image Sim,Image Sig
0,0,,0.0
1,1,0.050335422521807664,1.0
2,2,0.056283170570860165,1.0
3,3,0.08146514261001409,1.0
4,4,0.06570522627825168,1.0
5,5,0.04579579813610224,1.0
6,6,0.050779096738674874,1.0
7,7,0.04849125832827665,1.0
8,8,0.05234379143744801,1.0
9,9,0.037333058980234535,1.0
10,10,0.034678750225485784,1.0
11,11,0.027497658210435583,1.0
12,12,0.01590790244086071,0.9
