,model_id,Variable,batch_size,lr,seed,target_layer,operation,mask_init,model dir,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max,vanilla acc,ablated acc,random ablate acc mean,random ablate acc std
0,394d6137-a32f-49cf-af13-a2c582857635,s,500,0.001,0,0,attn,0.0,./Model/Imagenet_ViT/Shape/,2.0850565433502197,2.080109119415283,0.7821285140562249,0.06350401606425703,0.7465,0.0885,0.05948795180722891,0.057,200310.0,2359296,0.997,0.499,0.8071999999999999,0.031783014331557655
1,de4b8a93-676d-4bbb-ba03-b8c0db10c857,s,500,0.001,0,0,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.762650966644287,2.697584390640259,0.0642570281124498,0.06350401606425703,0.056,0.0885,0.05747991967871486,0.056,4646.0,4718592,0.997,0.994,0.9972000000000001,0.0007483314773547889
2,48d5e1ea-3eb2-4558-874b-bba857108d7f,s,500,0.001,0,1,attn,0.0,./Model/Imagenet_ViT/Shape/,1.9607806503772736,1.9169225096702576,1.0,0.06350401606425703,0.995,0.0885,0.31350401606425704,0.3135,365932.0,2359296,0.997,0.499,0.8856000000000002,0.019168724527208393
3,f737c51f-56f6-4cef-8158-9e46b7b2b78f,s,500,0.001,0,1,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.104677975177765,2.048622250556946,0.7570281124497992,0.06350401606425703,0.7565,0.0885,0.35667670682730923,0.3355,881513.0,4718592,0.997,0.919,0.7884,0.06756507973798298
4,f31a718a-d39e-4d9d-bdb1-e4c4106e1ca9,s,500,0.001,0,2,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8561683595180511,1.8074265122413635,1.0,0.06350401606425703,0.9985,0.0885,0.17595381526104417,0.147,425803.0,2359296,0.997,0.499,0.6026,0.04047517757836277
5,4fd7a703-1a6f-4e21-8741-70d4f9672559,s,500,0.001,0,2,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.133405327796936,2.078930139541626,0.7484939759036144,0.06350401606425703,0.6995,0.0885,0.25,0.2165,1073517.0,4718592,0.997,0.501,0.9054,0.029628364787817756
6,37836e3b-da39-427f-9916-51ccf2eb365f,s,500,0.001,0,3,attn,0.0,./Model/Imagenet_ViT/Shape/,1.869237333536148,1.8300334215164185,1.0,0.06350401606425703,0.9975,0.0885,0.2547690763052209,0.232,541349.0,2359296,0.997,0.499,0.5917999999999999,0.03851960539777115
7,de33f497-f22b-4e48-b04b-37e8f63ecdd9,s,500,0.001,0,3,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.117249310016632,2.07926869392395,0.8611947791164659,0.06350401606425703,0.856,0.0885,0.26832329317269077,0.2275,1091020.0,4718592,0.997,0.501,0.908,0.11160824342314506
8,dc58ceb4-de73-4e20-8c12-fb9532671500,s,500,0.001,0,4,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8694849014282227,1.8345715403556824,0.9992469879518072,0.06350401606425703,0.993,0.0885,0.26832329317269077,0.2165,558173.0,2359296,0.997,0.499,0.9516,0.006406246951218793
9,919b41e4-b41c-486d-b0a0-6d5dbda3a51d,s,500,0.001,0,4,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.093220829963684,2.0430389642715454,0.8210341365461847,0.06350401606425703,0.787,0.0885,0.2733433734939759,0.2115,1069236.0,4718592,0.997,0.501,0.9595999999999998,0.019189580506097547
10,2f852dc5-f6cc-4532-a8d0-51b926dd5c59,s,500,0.001,0,5,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8822424113750458,1.8442644476890564,0.9974899598393574,0.06350401606425703,0.9895,0.0885,0.19477911646586346,0.1685,607977.0,2359296,0.997,0.499,0.8166,0.057656222560969084
11,8d9e8e8c-302a-483f-8b99-6e3a6fb1826f,s,500,0.001,0,5,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.0612633228302,2.0238627195358276,0.8403614457831325,0.06350401606425703,0.796,0.0885,0.21862449799196787,0.1745,1081720.0,4718592,0.997,0.499,0.8615999999999999,0.06422958819734094
12,641f360b-f7b7-41aa-a0de-5cb47cd9bc31,s,500,0.001,0,6,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8601242303848267,1.8257989883422852,0.9967369477911646,0.06350401606425703,0.98,0.0885,0.17921686746987953,0.161,663065.0,2359296,0.997,0.935,0.9022,0.019114392483152602
13,8cdba7d7-1036-42e3-ac04-706a92683a3a,s,500,0.001,0,6,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.058570981025696,2.022294044494629,0.8215361445783133,0.06350401606425703,0.79,0.0885,0.16164658634538154,0.1365,1039210.0,4718592,0.997,0.54,0.9812,0.011582745788456217
14,148a9780-2609-4f40-a1c4-3480503a8180,s,500,0.001,0,7,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8463769555091858,1.8178131580352783,0.9962349397590361,0.06350401606425703,0.97,0.0885,0.11721887550200803,0.108,613986.0,2359296,0.997,0.597,0.9823999999999999,0.00542586398650022
15,a9b3362d-c3d2-41ae-9e1a-22072f74221d,s,500,0.001,0,7,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.0416014790534973,2.0065364241600037,0.7881526104417671,0.06350401606425703,0.766,0.0885,0.15913654618473896,0.1435,924280.0,4718592,0.997,0.993,0.993,0.0023664319132398483
16,4767f251-f6fe-428f-9923-a56d685e3e3e,s,500,0.001,0,8,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8743275105953217,1.864250361919403,0.9771586345381527,0.06350401606425703,0.95,0.0885,0.11320281124497993,0.0975,642622.0,2359296,0.997,0.503,0.9368000000000001,0.017139428228502812
17,9a94bdb3-a847-4324-8802-fda9efa1f029,s,500,0.001,0,8,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.05014431476593,2.023219585418701,0.7796184738955824,0.06350401606425703,0.728,0.0885,0.14834337349397592,0.1245,889825.0,4718592,0.997,0.949,0.9966000000000002,0.0012000000000000012
18,7fc6e857-7043-4f0e-aa45-e82fc9f539f6,s,500,0.001,0,9,attn,0.0,./Model/Imagenet_ViT/Shape/,1.8680337965488434,1.861543357372284,0.991214859437751,0.06350401606425703,0.9525,0.0885,0.09764056224899599,0.095,651067.0,2359296,0.997,0.997,0.9944,0.001356465996625055
19,bafbb2de-b5e7-4ac9-b614-8c38683c167f,s,500,0.001,0,9,mlp,0.0,./Model/Imagenet_ViT/Shape/,2.0341187119483948,2.0221670866012573,0.8428714859437751,0.06350401606425703,0.8105,0.0885,0.14206827309236947,0.125,758491.0,4718592,0.997,0.992,0.9976,0.0004898979485566361
20,df821898-cdca-4251-95d8-2227a5e50529,s,500,0.001,0,10,attn,0.0,./Model/Imagenet_ViT/Shape/,1.854042112827301,1.8342897295951843,0.9894578313253012,0.06350401606425703,0.948,0.0885,0.10893574297188754,0.0915,593128.0,2359296,0.997,0.997,0.9928000000000001,0.002561249694973142
21,06501eda-eb36-4a97-adc9-d29c1ce3189b,s,500,0.001,0,10,mlp,0.0,./Model/Imagenet_ViT/Shape/,1.9923586249351501,1.994066298007965,0.8436244979919679,0.06350401606425703,0.775,0.0885,0.1272590361445783,0.106,523266.0,4718592,0.997,0.997,0.9968,0.0004000000000000003
22,d9ce2240-3b42-42e7-a8f6-df07862445fe,s,500,0.001,0,11,attn,0.0,./Model/Imagenet_ViT/Shape/,1.870143175125122,1.8759515285491943,0.8260542168674698,0.06350401606425703,0.7625,0.0885,0.09789156626506024,0.0885,661887.0,2359296,0.997,0.997,0.9972,0.0007483314773547889
