,model_id,Variable,batch_size,lr,seed,target_layer,operation,mask_init,model dir,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max,vanilla acc,ablated acc,random ablate acc mean,random ablate acc std
0,386e35ee-0c7b-4b0d-882a-e81f42f04ba1,c,500,0.001,0,0,attn,0.0,./Model/Imagenet_ViT/Color/,1.4418124556541443,1.456574559211731,0.3713999499123466,0.13047833708990733,0.3665,0.1215,0.141748059103431,0.1295,64592.0,2359296,0.997,0.922,0.9978,0.000979795897113272
1,fe026005-48d8-4947-ac68-5bff860ccd61,c,500,0.001,0,0,mlp,0.0,./Model/Imagenet_ViT/Color/,1.9408209323883057,1.9281613230705261,0.14274981217129978,0.13047833708990733,0.1345,0.1215,0.14400200350613573,0.1305,2077.0,4718592,0.997,0.995,0.9970000000000001,1.1102230246251565e-16
2,93edb26d-0c45-4139-9f6f-f8cc96950082,c,500,0.001,0,1,attn,0.0,./Model/Imagenet_ViT/Color/,1.2055599987506866,1.2150307297706604,0.995992987728525,0.13047833708990733,0.986,0.1215,0.2812421738041573,0.2895,242524.0,2359296,0.997,0.499,0.9597999999999999,0.010943491216243573
3,f98ad43a-c435-42ec-b8fc-615b32083fe4,c,500,0.001,0,1,mlp,0.0,./Model/Imagenet_ViT/Color/,1.3314261436462402,1.3313518166542053,0.8973203105434511,0.13047833708990733,0.88,0.1215,0.21086902078637615,0.217,883013.0,4718592,0.997,0.5,0.9714,0.010209799214480184
4,d3118342-db92-447e-a88e-ae66c1d466b5,c,500,0.001,0,2,attn,0.0,./Model/Imagenet_ViT/Color/,1.1346079111099243,1.1483156085014343,0.9972451790633609,0.13047833708990733,0.973,0.1215,0.1590282995241673,0.141,344607.0,2359296,0.997,0.499,0.9024000000000001,0.02234815428620451
5,48dd869f-1b74-4c2f-8a03-d4900d24b404,c,500,0.001,0,2,mlp,0.0,./Model/Imagenet_ViT/Color/,1.3106396794319153,1.3238736987113953,0.9166040570999249,0.13047833708990733,0.886,0.1215,0.17330328074129728,0.174,913182.0,4718592,0.997,0.674,0.9742,0.005741080037762934
6,22a0c7ea-fecb-4991-bd0b-cab3be6f4304,c,500,0.001,0,3,attn,0.0,./Model/Imagenet_ViT/Color/,1.0933780670166016,1.1304569840431213,0.9962434259954921,0.13047833708990733,0.965,0.1215,0.17981467568244427,0.1675,459917.0,2359296,0.997,0.499,0.5448000000000001,0.03150492025065291
7,eacc195e-3282-4a5b-ab6b-cb11e141c138,c,500,0.001,0,3,mlp,0.0,./Model/Imagenet_ViT/Color/,1.2967185080051422,1.3122345209121704,0.9151014274981217,0.13047833708990733,0.8975,0.1215,0.20861507638367144,0.1885,966234.0,4718592,0.997,0.499,0.8516,0.09728843713412196
8,025b6d22-1702-4574-94e1-bbdadcd50779,c,500,0.001,0,4,attn,0.0,./Model/Imagenet_ViT/Color/,1.0919546484947205,1.1215798258781433,0.9929877285249186,0.13047833708990733,0.975,0.1215,0.3137991485098923,0.2955,530277.0,2359296,0.997,0.499,0.8640000000000001,0.044819638552759444
9,ea2520dc-b6f2-4958-9da5-593b386fa3b6,c,500,0.001,0,4,mlp,0.0,./Model/Imagenet_ViT/Color/,1.2940506339073181,1.3016963005065918,0.9213623841723015,0.13047833708990733,0.897,0.1215,0.21512647132481844,0.203,904794.0,4718592,0.997,0.501,0.5724,0.0906898009701201
10,fe8e592e-ab19-4f10-bb27-01ef98f8a5a4,c,500,0.001,0,5,attn,0.0,./Model/Imagenet_ViT/Color/,1.099244236946106,1.1485719680786133,0.9917355371900827,0.13047833708990733,0.962,0.1215,0.23165539694465315,0.1885,552226.0,2359296,0.997,0.499,0.7516,0.07250268960528292
11,88ed949b-f9b9-4a23-91a3-4576339d8055,c,500,0.001,0,5,mlp,0.0,./Model/Imagenet_ViT/Color/,1.2838399708271027,1.300501525402069,0.9208615076383672,0.13047833708990733,0.887,0.1215,0.22789882294014524,0.2055,948939.0,4718592,0.997,0.501,0.9701999999999998,0.003919183588453088
12,2deb42d8-0451-4369-aedd-7ca534f088b6,c,500,0.001,0,6,attn,0.0,./Model/Imagenet_ViT/Color/,1.105185866355896,1.1504152417182922,0.9897320310543452,0.13047833708990733,0.958,0.1215,0.2566992236413724,0.228,602847.0,2359296,0.997,0.986,0.8185999999999998,0.07787066199795657
13,960ad604-86d3-4f23-9f16-742a69280cd7,c,500,0.001,0,6,mlp,0.0,./Model/Imagenet_ViT/Color/,1.2769997715950012,1.290862798690796,0.9186075632356624,0.13047833708990733,0.8815,0.1215,0.20510894064613072,0.201,905886.0,4718592,0.997,0.506,0.9972,0.0007483314773547889
14,1a0481ce-ba10-4338-bbf9-00965cc2dd89,c,500,0.001,0,7,attn,0.0,./Model/Imagenet_ViT/Color/,1.0885998904705048,1.1269118189811707,0.9927372902579514,0.13047833708990733,0.9635,0.1215,0.18407212622088656,0.1675,554225.0,2359296,0.997,0.613,0.9792,0.0042142615011410995
15,1af36807-ba52-43a9-bbc6-6ad84d3a2ecc,c,500,0.001,0,7,mlp,0.0,./Model/Imagenet_ViT/Color/,1.2926822304725647,1.3172073364257812,0.8281993488605058,0.13047833708990733,0.8015,0.1215,0.18782870022539444,0.18,837722.0,4718592,0.997,0.912,0.9944,0.004127953488110062
16,8336370e-de94-4275-908e-59ad98aba539,c,500,0.001,0,8,attn,0.0,./Model/Imagenet_ViT/Color/,1.1041648089885712,1.1602123975753784,0.9879789631855748,0.13047833708990733,0.944,0.1215,0.1615326821938392,0.157,617749.0,2359296,0.997,0.753,0.9809999999999999,0.008763560920082665
17,03fe32f6-e492-40a3-af6b-0ec0ebaacb86,c,500,0.001,0,8,mlp,0.0,./Model/Imagenet_ViT/Color/,1.29172882437706,1.3246954083442688,0.9053343350864012,0.13047833708990733,0.868,0.1215,0.18031555221637866,0.1935,757596.0,4718592,0.997,0.94,0.998,0.0
18,b6de78d5-c4c3-460d-ab4d-f4a015ffe0e3,c,500,0.001,0,9,attn,0.0,./Model/Imagenet_ViT/Color/,1.1172818839550018,1.1795914769172668,0.9892311545204108,0.13047833708990733,0.925,0.1215,0.16829451540195342,0.173,584308.0,2359296,0.997,0.996,0.994,0.0016733200530681526
19,0a0e07f4-9969-4f37-806f-d9d1c97342e7,c,500,0.001,0,9,mlp,0.0,./Model/Imagenet_ViT/Color/,1.289269596338272,1.3288300037384033,0.9366391184573003,0.13047833708990733,0.885,0.1215,0.17806160781367392,0.183,670414.0,4718592,0.997,0.996,0.9970000000000001,1.1102230246251565e-16
20,a89209eb-3dc5-4681-857f-2b6ff8f2cf45,c,500,0.001,0,10,attn,0.0,./Model/Imagenet_ViT/Color/,1.12107253074646,1.1774207949638367,0.9847232657150012,0.13047833708990733,0.933,0.1215,0.16478837966441273,0.1635,570048.0,2359296,0.997,0.994,0.8724000000000001,0.1065600300300258
