,layer,train_loss,train_acc,test_loss,test_acc,gen_loss,gen_acc,sampled_loss,sampled_acc,added_loss,added_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,1,0.059,0.988,1.671,0.801,1.539,0.801,5.955,0.51,3.662,0.617,1.422,0.501,6.08,0.526
1,2,0.005,0.998,0.707,0.917,0.717,0.913,4.751,0.584,0.954,0.893,1.138,0.607,3.673,0.699
2,3,0.017,0.996,0.655,0.924,0.599,0.926,3.166,0.721,0.756,0.917,1.635,0.59,3.347,0.708
3,4,0.944,0.859,3.524,0.625,3.405,0.636,6.043,0.476,6.298,0.484,2.066,0.497,6.436,0.435
