,layer,train_loss,train_acc,test_loss,test_acc,gen_loss,gen_acc,sampled_loss,sampled_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,0,0.011,1.0,1.157,0.717,2.936,0.507,3.213,0.505,1.047,0.545,3.625,0.501
1,1,0.001,1.0,0.414,0.906,1.658,0.716,3.475,0.527,0.813,0.633,3.447,0.543
2,2,0.0,1.0,0.139,0.968,0.459,0.907,3.205,0.583,0.751,0.661,3.857,0.539
3,3,0.0,1.0,0.151,0.968,0.589,0.887,2.814,0.621,1.406,0.542,2.923,0.612
