,layer,train_loss,train_acc,val_loss,val_acc,iid_test_loss,iid_test_acc,ood_test_loss,ood_test_acc,sampled_loss,sampled_acc,added_loss,added_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,0,2.53,0.741,6.28,0.509,6.239,0.512,6.328,0.507,3.058,0.567,2.715,0.613,2.89,0.482,3.361,0.552
1,1,0.003,1.0,1.313,0.843,1.384,0.839,1.452,0.83,2.217,0.73,1.259,0.836,1.652,0.545,2.455,0.741
2,2,0.0,1.0,0.26,0.962,0.288,0.954,0.26,0.956,3.041,0.686,0.752,0.903,2.263,0.517,2.679,0.745
3,3,0.0,1.0,0.272,0.955,0.304,0.951,0.349,0.95,2.784,0.703,0.714,0.904,2.959,0.513,2.596,0.739
4,4,0.0,1.0,0.461,0.925,0.526,0.919,0.591,0.919,4.122,0.606,2.0,0.769,3.885,0.491,3.82,0.651
5,5,1.122,0.889,4.073,0.526,4.191,0.522,4.298,0.511,6.649,0.402,5.599,0.38,5.346,0.5,7.139,0.344
6,6,8.663,0.197,9.99,0.135,10.228,0.119,10.264,0.116,8.387,0.254,5.645,0.439,6.13,0.499,7.2,0.314
7,7,11.067,0.073,11.858,0.04,11.871,0.041,11.927,0.033,11.031,0.069,10.754,0.06,9.564,0.048,10.014,0.081
8,8,11.558,0.006,12.153,0.007,12.174,0.01,12.197,0.011,11.659,0.004,11.199,0.009,11.54,0.009,11.268,0.005
9,9,12.854,0.001,13.178,0.003,13.12,0.003,13.148,0.005,13.13,0.002,12.94,0.002,11.874,0.004,12.984,0.003
10,10,14.086,0.001,14.059,0.002,14.019,0.002,14.037,0.004,14.13,0.002,13.97,0.002,13.128,0.002,14.059,0.002
11,11,14.8,0.001,14.693,0.002,14.667,0.002,14.668,0.005,14.667,0.002,14.667,0.002,14.667,0.002,14.667,0.002
