,layer,train_loss,train_acc,test_loss,test_acc,gen_loss,gen_acc,sampled_loss,sampled_acc,added_loss,added_acc,random_loss,random_acc,interpolated_loss,interpolated_acc
0,1,0.012,0.998,0.549,0.931,0.905,0.879,3.908,0.575,1.093,0.85,0.847,0.656,3.235,0.677
1,2,0.016,0.996,0.589,0.929,0.923,0.893,2.546,0.717,0.478,0.934,1.22,0.66,1.66,0.83
2,3,0.072,0.988,1.193,0.861,1.962,0.778,2.116,0.751,1.64,0.803,2.497,0.512,2.573,0.738
3,4,3.09,0.591,6.073,0.355,7.73,0.267,4.763,0.388,5.016,0.374,2.549,0.486,6.017,0.298
